SourceTitle#ERulesId#Domain#EntryIntoForceDate#RegulatorySource#Paragraph#
AMC1 ADR.OR.D.005(b)(5) Management system#ERULES-1963177438-2660#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#AMC1 ADR.OR.D.005(b)(5) Management system#
AMC1 ADR.OR.D.005(b)(5) Management system#ERULES-1963177438-2660#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#ED Decision 2014/012/R#
AMC1 ADR.OR.D.005(b)(5) Management system#ERULES-1963177438-2660#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#SAFETY PERFORMANCE MONITORING AND MEASUREMENT#
AMC1 ADR.OR.D.005(b)(5) Management system#ERULES-1963177438-2660#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(a)Safety performance monitoring and measurement should be the process by which the safety performance of the aerodrome operator is verified in comparison to the safety policy and objectives, identified safety risks and the mitigation measures.#
AMC1 ADR.OR.D.005(b)(5) Management system#ERULES-1963177438-2660#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(b)This process should include the setting of safety performance indicators and safety performance targets, and measuring the aerodrome operator’s safety performance against them.#
GM1 ADR.OR.D.005(b)(5) Management system#ERULES-1963177438-2661#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#GM1 ADR.OR.D.005(b)(5) Management system#
GM1 ADR.OR.D.005(b)(5) Management system#ERULES-1963177438-2661#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#ED Decision 2014/012/R#
GM1 ADR.OR.D.005(b)(5) Management system#ERULES-1963177438-2661#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#SAFETY PERFORMANCE MONITORING AND MEASUREMENT#
GM1 ADR.OR.D.005(b)(5) Management system#ERULES-1963177438-2661#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(a)The performance monitoring and measurement process should include:#
GM1 ADR.OR.D.005(b)(5) Management system#ERULES-1963177438-2661#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(1)safety reporting, addressing also the status of compliance with the applicable requirements;#
GM1 ADR.OR.D.005(b)(5) Management system#ERULES-1963177438-2661#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(2)safety studies which are rather large analyses encompassing broad safety concerns;#
GM1 ADR.OR.D.005(b)(5) Management system#ERULES-1963177438-2661#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(3)safety reviews including trends reviews which are conducted during introduction and deployment of new technologies, change or implementation of procedures, or in situations of structural change in operations, or to explore increase in incidents or safety reports;#
GM1 ADR.OR.D.005(b)(5) Management system#ERULES-1963177438-2661#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(4)safety audits which focus in the integrity of the aerodrome operator’s management system, and periodically assess the status of safety risk controls;#
GM1 ADR.OR.D.005(b)(5) Management system#ERULES-1963177438-2661#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(5)safety surveys, which examine particular elements or procedures of a specific operation, such as problem areas or bottlenecks in daily operations, perceptions and opinions of operational personnel, and areas of dissent or confusion; and#
GM1 ADR.OR.D.005(b)(5) Management system#ERULES-1963177438-2661#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(6)internal safety investigations whose scope should extend the scope of occurrences required to be reported to the Competent Authority;#
GM1 ADR.OR.D.005(b)(5) Management system#ERULES-1963177438-2661#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(b)The following generic aspects/areas could be considered:#
GM1 ADR.OR.D.005(b)(5) Management system#ERULES-1963177438-2661#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(1)accountability for management of the operational activities and its ultimate accomplishment;#
GM1 ADR.OR.D.005(b)(5) Management system#ERULES-1963177438-2661#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(2)authority to direct, control, or change the procedures, as well as to make key decisions such as safety risk acceptance decisions;#
GM1 ADR.OR.D.005(b)(5) Management system#ERULES-1963177438-2661#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(3)procedures for operational activities;#
GM1 ADR.OR.D.005(b)(5) Management system#ERULES-1963177438-2661#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(4)controls, including hardware, software, special procedures or procedural steps, and supervisory practices designed to keep operational activities on track;#
GM1 ADR.OR.D.005(b)(5) Management system#ERULES-1963177438-2661#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(5)interfaces, including lines of authority between departments, lines of communication between employees, consistency of procedures, and clear delineation of responsibility between organisations, work units, and employees; and#
GM1 ADR.OR.D.005(b)(5) Management system#ERULES-1963177438-2661#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(6)process measures to provide feedback to responsible parties that required actions are taking place, required outputs are being produced, and expected outcomes are being achieved.#
AMC1 ADR.OR.D.005(b)(6) Management system#ERULES-1963177438-2662#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#AMC1 ADR.OR.D.005(b)(6) Management system#
AMC1 ADR.OR.D.005(b)(6) Management system#ERULES-1963177438-2662#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#ED Decision 2014/012/R#
AMC1 ADR.OR.D.005(b)(6) Management system#ERULES-1963177438-2662#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#THE MANAGEMENT OF CHANGE#
AMC1 ADR.OR.D.005(b)(6) Management system#ERULES-1963177438-2662#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#The aerodrome operator should manage safety risks related to a change. The management of change should be a documented process to identify external and internal change that may have an adverse effect on safety.#
AMC1 ADR.OR.D.005(b)(6) Management system#ERULES-1963177438-2662#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#It should make use of the aerodrome operator’s existing hazard identification, safety (risk) assessment, and mitigation processes.#
GM1 ADR.OR.D.005(b)(6) Management system#ERULES-1963177438-2663#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#GM1 ADR.OR.D.005(b)(6) Management system#
GM1 ADR.OR.D.005(b)(6) Management system#ERULES-1963177438-2663#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#ED Decision 2014/012/R#
GM1 ADR.OR.D.005(b)(6) Management system#ERULES-1963177438-2663#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#THE MANAGEMENT OF CHANGE#
GM1 ADR.OR.D.005(b)(6) Management system#ERULES-1963177438-2663#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(a)Change can introduce new hazards, impact the appropriateness and/or effectiveness of existing safety risk mitigation strategies. Changes may be external to the organisation, or internal.#
GM1 ADR.OR.D.005(b)(6) Management system#ERULES-1963177438-2663#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(b)A formal process for the management of change should take into account the following considerations:#
GM1 ADR.OR.D.005(b)(6) Management system#ERULES-1963177438-2663#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(1)criticality of systems and activities;#
GM1 ADR.OR.D.005(b)(6) Management system#ERULES-1963177438-2663#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(2)stability of systems and operational environments; and#
GM1 ADR.OR.D.005(b)(6) Management system#ERULES-1963177438-2663#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(3)past performance.#
GM1 ADR.OR.D.005(b)(6) Management system#ERULES-1963177438-2663#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(c)System description is one of the fundamental preliminary activities in the planning of the safety management system, to determine a baseline hazard analysis for the baseline system.#
GM1 ADR.OR.D.005(b)(6) Management system#ERULES-1963177438-2663#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#As part of the formal process of the management of change, the system description and the baseline hazard analysis should be reviewed periodically, even if circumstances of change are not present, to determine their continued validity.#
GM1 ADR.OR.D.005(b)(6) Management system#ERULES-1963177438-2663#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#When changes to the system are made, and periodically thereafter, the aerodrome operator should go over its system and its actual operational environment, in order to make sure it continues to be fully aware of the circumstances under which the provision of services takes place.#
GM1 ADR.OR.D.005(b)(6) Management system#ERULES-1963177438-2663#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#With regard to the management of change and safety (risk) assessments related to changes, see also ADR.OR.B.040 and GM1 ADR.OR.B.040(f).#
AMC1 ADR.OR.D.005(b)(7) Management system#ERULES-1963177438-2664#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#AMC1 ADR.OR.D.005(b)(7) Management system#
AMC1 ADR.OR.D.005(b)(7) Management system#ERULES-1963177438-2664#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#ED Decision 2014/012/R#
AMC1 ADR.OR.D.005(b)(7) Management system#ERULES-1963177438-2664#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#CONTINUOUS IMPROVEMENT OF THE SAFETY MANAGEMENT SYSTEM#
AMC1 ADR.OR.D.005(b)(7) Management system#ERULES-1963177438-2664#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#The aerodrome operator should continuously seek to improve its safety performance. The aerodrome operator should develop and maintain a relevant formal process. Continuous improvement should be achieved through:#
AMC1 ADR.OR.D.005(b)(7) Management system#ERULES-1963177438-2664#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(a)proactive and reactive evaluation of facilities, equipment, documentation, and procedures;#
AMC1 ADR.OR.D.005(b)(7) Management system#ERULES-1963177438-2664#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(b)proactive evaluation of an individual’s performance, to verify the fulfilment of that individual’s safety responsibilities; and#
AMC1 ADR.OR.D.005(b)(7) Management system#ERULES-1963177438-2664#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(c)reactive evaluations in order to verify the effectiveness of the system for control and mitigation of safety risks.#
GM1 ADR.OR.D.005(b)(7) Management system#ERULES-1963177438-2665#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#GM1 ADR.OR.D.005(b)(7) Management system#
GM1 ADR.OR.D.005(b)(7) Management system#ERULES-1963177438-2665#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#ED Decision 2014/012/R#
GM1 ADR.OR.D.005(b)(7) Management system#ERULES-1963177438-2665#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#CONTINUOUS IMPROVEMENT OF THE SAFETY MANAGEMENT SYSTEM#
GM1 ADR.OR.D.005(b)(7) Management system#ERULES-1963177438-2665#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#Continuous improvement of the safety management system, as part of the safety assurance, is achieved through the application of:#
GM1 ADR.OR.D.005(b)(7) Management system#ERULES-1963177438-2665#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(a)internal evaluations;#
GM1 ADR.OR.D.005(b)(7) Management system#ERULES-1963177438-2665#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(b)independent audits (both internal and external);#
GM1 ADR.OR.D.005(b)(7) Management system#ERULES-1963177438-2665#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(c)strict document controls; and#
GM1 ADR.OR.D.005(b)(7) Management system#ERULES-1963177438-2665#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(d)continuous monitoring of safety controls and mitigation actions.#
AMC1 ADR.OR.D.005(b)(8) Management system#ERULES-1963177438-2666#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#AMC1 ADR.OR.D.005(b)(8) Management system#
AMC1 ADR.OR.D.005(b)(8) Management system#ERULES-1963177438-2666#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#ED Decision 2014/012/R#
AMC1 ADR.OR.D.005(b)(8) Management system#ERULES-1963177438-2666#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#SAFETY MANAGEMENT SYSTEM TRAINING#
AMC1 ADR.OR.D.005(b)(8) Management system#ERULES-1963177438-2666#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(a)The aerodrome operator should establish a safety management system training programme for all aerodrome operations, rescue and firefighting, and maintenance personnel, including all management personnel of the aerodrome (e.g. supervisors, managers, senior managers, and the accountable manager), regardless of their level in the aerodrome operator’s organisation.#
AMC1 ADR.OR.D.005(b)(8) Management system#ERULES-1963177438-2666#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(b)The amount and level of detail of safety training should be proportionate and appropriate to the individual’s responsibility and involvement in the safety management system.#
AMC1 ADR.OR.D.005(b)(8) Management system#ERULES-1963177438-2666#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(c)The safety management system training programme should be developed in accordance with AMC1 ADR.OR.D.017(a);(b), and AMC1 ADR.OPS.B.010(b);(c) and be incorporated in the training programme foreseen therein.#
GM1 ADR.OR.D.005(b)(8) Management system#ERULES-1963177438-2667#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#GM1 ADR.OR.D.005(b)(8) Management system#
GM1 ADR.OR.D.005(b)(8) Management system#ERULES-1963177438-2667#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#ED Decision 2014/012/R#
GM1 ADR.OR.D.005(b)(8) Management system#ERULES-1963177438-2667#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#STAFF SAFETY MANAGEMENT SYSTEM TRAINING REQUIREMENTS#
GM1 ADR.OR.D.005(b)(8) Management system#ERULES-1963177438-2667#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(a)Operations, rescue and firefighting, and maintenance personnel#
GM1 ADR.OR.D.005(b)(8) Management system#ERULES-1963177438-2667#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(1)Safety training should address safety responsibilities, including adherence to all operating and safety procedures, and recognising and reporting hazards;#
GM1 ADR.OR.D.005(b)(8) Management system#ERULES-1963177438-2667#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(2)The training objectives should include the organisation’s safety policy and safety management system fundamentals, and overview;#
GM1 ADR.OR.D.005(b)(8) Management system#ERULES-1963177438-2667#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(3)The contents should include:#
GM1 ADR.OR.D.005(b)(8) Management system#ERULES-1963177438-2667#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(i)definition of hazards;#
GM1 ADR.OR.D.005(b)(8) Management system#ERULES-1963177438-2667#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(ii)consequences and risks;#
GM1 ADR.OR.D.005(b)(8) Management system#ERULES-1963177438-2667#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(iii)the safety risk management process, including roles and responsibilities; and#
GM1 ADR.OR.D.005(b)(8) Management system#ERULES-1963177438-2667#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(iv)safety reporting and the organisation’s safety reporting system(s).#
GM1 ADR.OR.D.005(b)(8) Management system#ERULES-1963177438-2667#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(b)Managers and supervisors#
GM1 ADR.OR.D.005(b)(8) Management system#ERULES-1963177438-2667#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(1)Safety training should address safety responsibilities, including promoting the SMS and engaging operational personnel in hazard reporting;#
GM1 ADR.OR.D.005(b)(8) Management system#ERULES-1963177438-2667#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(2)In addition to the training objectives established for operational personnel, training objectives for managers and supervisors should include a detailed knowledge of the safety process, hazard identification and safety risk management and mitigation, and change management;#
GM1 ADR.OR.D.005(b)(8) Management system#ERULES-1963177438-2667#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(3)In addition to the contents specified for operational personnel, the training contents for supervisors and managers should include safety data analysis.#
GM1 ADR.OR.D.005(b)(8) Management system#ERULES-1963177438-2667#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(c)Senior managers#
GM1 ADR.OR.D.005(b)(8) Management system#ERULES-1963177438-2667#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(1)Safety training should include safety responsibilities, including compliance with European Union, national and the organisation’s own safety requirements, allocation of resources, ensuring effective inter-departmental safety communication, and active promotion of the safety management system;#
GM1 ADR.OR.D.005(b)(8) Management system#ERULES-1963177438-2667#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(2)In addition to the objectives of the two previous employee groups, safety training should include safety assurance and safety promotion, safety roles and responsibilities, and establishing acceptable levels of safety.#
GM1 ADR.OR.D.005(b)(8) Management system#ERULES-1963177438-2667#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(d)Accountable manager#
GM1 ADR.OR.D.005(b)(8) Management system#ERULES-1963177438-2667#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#The training should provide the accountable manager with a general awareness of the organisation’s safety management system, including safety management system roles and responsibilities, safety policy and objectives, safety risk management, and safety assurance.#
AMC1 ADR.OR.D.005(b)(9) Management system#ERULES-1963177438-2668#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#AMC1 ADR.OR.D.005(b)(9) Management system#
AMC1 ADR.OR.D.005(b)(9) Management system#ERULES-1963177438-2668#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#ED Decision 2014/012/R#
AMC1 ADR.OR.D.005(b)(9) Management system#ERULES-1963177438-2668#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#SAFETY COMMUNICATION#
AMC1 ADR.OR.D.005(b)(9) Management system#ERULES-1963177438-2668#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(a)The aerodrome operator should communicate safety management system objectives and procedures to all operational personnel, and the safety management system and its application should be evident in all aspects of operations.#
AMC1 ADR.OR.D.005(b)(9) Management system#ERULES-1963177438-2668#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(b)Communication should flow between the safety manager and operational personnel throughout the organisation. The safety manager should communicate the performance of the organisation’s safety management system through suitable means. The safety manager should, also, ensure that lessons learned from investigations, safety related events, or other safety related experiences, both internally and from other organisations, are distributed widely.#
AMC1 ADR.OR.D.005(b)(9) Management system#ERULES-1963177438-2668#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(c)Safety communication should aim to:#
AMC1 ADR.OR.D.005(b)(9) Management system#ERULES-1963177438-2668#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(1)ensure that all staff are fully aware of the safety management system;#
AMC1 ADR.OR.D.005(b)(9) Management system#ERULES-1963177438-2668#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(2)convey safety-critical information;#
AMC1 ADR.OR.D.005(b)(9) Management system#ERULES-1963177438-2668#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(3)explain why particular actions are taken; and#
AMC1 ADR.OR.D.005(b)(9) Management system#ERULES-1963177438-2668#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(4)explain why safety procedures are introduced or changed.#
GM1 ADR.OR.D.005(b)(9) Management system#ERULES-1963177438-2669#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#GM1 ADR.OR.D.005(b)(9) Management system#
GM1 ADR.OR.D.005(b)(9) Management system#ERULES-1963177438-2669#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#ED Decision 2014/012/R#
GM1 ADR.OR.D.005(b)(9) Management system#ERULES-1963177438-2669#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#SAFETY COMMUNICATION#
GM1 ADR.OR.D.005(b)(9) Management system#ERULES-1963177438-2669#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(a)An aerodrome operator, may use the following tools to communicate safety information:#
GM1 ADR.OR.D.005(b)(9) Management system#ERULES-1963177438-2669#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(1)Safety Management System Manual;#
GM1 ADR.OR.D.005(b)(9) Management system#ERULES-1963177438-2669#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(2)safety processes and procedures;#
GM1 ADR.OR.D.005(b)(9) Management system#ERULES-1963177438-2669#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(3)safety newsletters, notices, and bulletins; and#
GM1 ADR.OR.D.005(b)(9) Management system#ERULES-1963177438-2669#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(4)websites or emails;#
GM1 ADR.OR.D.005(b)(9) Management system#ERULES-1963177438-2669#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(b)Regular meetings with personnel where information, actions, and procedures are discussed may be used to communicate safety matters.#
AMC1 ADR.OR.D.005(b)(10) Management system#ERULES-1963177438-2670#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#AMC1 ADR.OR.D.005(b)(10) Management system#
AMC1 ADR.OR.D.005(b)(10) Management system#ERULES-1963177438-2670#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#ED Decision 2014/012/R#
AMC1 ADR.OR.D.005(b)(10) Management system#ERULES-1963177438-2670#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#COORDINATION OF THE AERODROME EMERGENCY RESPONSE PLAN#
AMC1 ADR.OR.D.005(b)(10) Management system#ERULES-1963177438-2670#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#The coordination of the aerodrome emergency response plan, established in accordance with the requirements contained in Part-ADR.OPS, with the safety management system should ensure continuous improvement of the systems and procedures contained within the plan.#
GM1 ADR.OR.D.005(b)(10) Management system#ERULES-1963177438-2671#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#GM1 ADR.OR.D.005(b)(10) Management system#
GM1 ADR.OR.D.005(b)(10) Management system#ERULES-1963177438-2671#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#ED Decision 2014/012/R#
GM1 ADR.OR.D.005(b)(10) Management system#ERULES-1963177438-2671#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#COORDINATION OF THE AERODROME EMERGENCY RESPONSE PLAN#
GM1 ADR.OR.D.005(b)(10) Management system#ERULES-1963177438-2671#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#Continuous improvement of the systems and procedures contained within the aerodrome emergency response plan may, amongst others, be obtained by:#
GM1 ADR.OR.D.005(b)(10) Management system#ERULES-1963177438-2671#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(a)conducting a review of the relevant parts of the emergency response plan after a full or partial exercise;#
GM1 ADR.OR.D.005(b)(10) Management system#ERULES-1963177438-2671#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(b)debriefing and analysing the emergency response operations after an emergency situation; and#
GM1 ADR.OR.D.005(b)(10) Management system#ERULES-1963177438-2671#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(c)developing new emergency procedures or systems as part of the emergency response plan when new hazards are identified by the safety management system,#
GM1 ADR.OR.D.005(b)(10) Management system#ERULES-1963177438-2671#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#to ensure, amongst others, the coordination with the emergency response plans of other interfacing organisations.#
AMC1 ADR.OR.D.005(b)(11) Management system#ERULES-1963177438-2672#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#AMC1 ADR.OR.D.005(b)(11) Management system#
AMC1 ADR.OR.D.005(b)(11) Management system#ERULES-1963177438-2672#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#ED Decision 2014/012/R#
AMC1 ADR.OR.D.005(b)(11) Management system#ERULES-1963177438-2672#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#COMPLIANCE MONITORING#
AMC1 ADR.OR.D.005(b)(11) Management system#ERULES-1963177438-2672#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(a)Compliance monitoring#
AMC1 ADR.OR.D.005(b)(11) Management system#ERULES-1963177438-2672#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(1)The implementation and use of a compliance monitoring process should enable the aerodrome operator to monitor compliance with the relevant requirements of this Part, Part-ADR.OPS, as well as any other applicable regulatory requirements, or requirements established by the aerodrome operator.#
AMC1 ADR.OR.D.005(b)(11) Management system#ERULES-1963177438-2672#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#The aerodrome operator should specify the basic structure of the compliance monitoring applicable to the activities conducted.#
AMC1 ADR.OR.D.005(b)(11) Management system#ERULES-1963177438-2672#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#The compliance monitoring should be properly implemented, maintained and continually reviewed and improved as necessary.#
AMC1 ADR.OR.D.005(b)(11) Management system#ERULES-1963177438-2672#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#Compliance monitoring should be structured according to the size of organisation and the complexity of the activities to be monitored, including those which have been subcontracted.#
AMC1 ADR.OR.D.005(b)(11) Management system#ERULES-1963177438-2672#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#Compliance monitoring should include a feedback system of findings to the accountable manager to ensure effective implementation of corrective actions as necessary.#
AMC1 ADR.OR.D.005(b)(11) Management system#ERULES-1963177438-2672#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(2)An aerodrome operator should monitor compliance with the procedures it has designed, to ensure safe activities. In doing so, an aerodrome operator should as a minimum, and where appropriate, monitor compliance with:#
AMC1 ADR.OR.D.005(b)(11) Management system#ERULES-1963177438-2672#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(i)privileges of the aerodrome operator;#
AMC1 ADR.OR.D.005(b)(11) Management system#ERULES-1963177438-2672#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(ii)manuals, logs, and records;#
AMC1 ADR.OR.D.005(b)(11) Management system#ERULES-1963177438-2672#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(iii)training standards;#
AMC1 ADR.OR.D.005(b)(11) Management system#ERULES-1963177438-2672#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(iv)required resources; and#
AMC1 ADR.OR.D.005(b)(11) Management system#ERULES-1963177438-2672#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(v)management system procedures and manuals.#
AMC1 ADR.OR.D.005(b)(11) Management system#ERULES-1963177438-2672#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(b)Organisational set-up#
AMC1 ADR.OR.D.005(b)(11) Management system#ERULES-1963177438-2672#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(1)A person should be responsible for compliance monitoring.#
AMC1 ADR.OR.D.005(b)(11) Management system#ERULES-1963177438-2672#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#The accountable manager, with regards to his/her direct accountability for safety, should ensure, in accordance with ADR.D.015(a), that sufficient resources are allocated for compliance monitoring. In the case the person responsible for the compliance monitoring acts also as safety manager, the accountable manager should ensure that sufficient resources are allocated to both functions, taking into account the size of the aerodrome operator, and the nature and complexity of its activities.#
AMC1 ADR.OR.D.005(b)(11) Management system#ERULES-1963177438-2672#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(2)The independence of the compliance monitoring should be established by ensuring that audits and inspections are carried out by personnel not responsible for the function, procedure, etc. being audited.#
AMC1 ADR.OR.D.005(b)(11) Management system#ERULES-1963177438-2672#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(3)Personnel involved in compliance monitoring should have access to any part of the aerodrome organisation, and any contracted organisation as required.#
AMC1 ADR.OR.D.005(b)(11) Management system#ERULES-1963177438-2672#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(c)Compliance monitoring documentation#
AMC1 ADR.OR.D.005(b)(11) Management system#ERULES-1963177438-2672#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(1)Relevant documentation should include the relevant part(s) of the aerodrome operator’s management system documentation.#
AMC1 ADR.OR.D.005(b)(11) Management system#ERULES-1963177438-2672#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(2)In addition, relevant documentation should also include the following:#
AMC1 ADR.OR.D.005(b)(11) Management system#ERULES-1963177438-2672#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(i)terminology;#
AMC1 ADR.OR.D.005(b)(11) Management system#ERULES-1963177438-2672#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(ii)specified activity standards;#
AMC1 ADR.OR.D.005(b)(11) Management system#ERULES-1963177438-2672#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(iii)a description of the organisation of the aerodrome operator;#
AMC1 ADR.OR.D.005(b)(11) Management system#ERULES-1963177438-2672#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(iv)the allocation of duties and responsibilities;#
AMC1 ADR.OR.D.005(b)(11) Management system#ERULES-1963177438-2672#Aerodromes;#6 March, 2014#ED Decision 2014/012/R#(v)procedures to ensure regulatory compliance;#
